"id","race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_degree","compas_risk_score","two_year_recid","compas_binary_class","random_split"
8657,"white",0,32,0,0,0,1,6,1,1,"train"
8659,"black",0,53,0,0,5,0,2,0,0,"train"
8661,"white",0,50,0,0,1,0,2,0,0,"train"
8663,"other",0,26,0,0,1,1,4,1,0,"train"
8664,"hispanic",0,21,0,0,2,1,5,1,1,"train"
8665,"black",0,36,0,0,7,1,6,1,1,"train"
8667,"black",0,35,0,0,16,1,8,1,1,"train"
8668,"white",1,25,0,0,0,0,3,0,0,"train"
8670,"white",1,31,0,0,2,0,6,0,1,"train"
8672,"black",1,26,0,0,1,1,5,0,1,"test"
8673,"white",0,25,0,0,0,0,2,0,0,"test"
8674,"black",0,32,0,0,0,0,1,0,0,"train"
8675,"white",0,40,0,0,5,1,3,0,0,"train"
8676,"black",0,35,0,0,0,1,3,0,0,"test"
8679,"black",0,27,0,0,2,1,3,0,0,"train"
8681,"black",0,33,0,0,12,1,9,1,1,"train"
8682,"asian",0,36,0,0,1,1,1,0,0,"train"
8683,"white",0,30,0,0,2,1,2,0,0,"train"
8684,"black",0,30,0,0,0,1,4,0,0,"train"
8685,"black",0,41,0,0,19,1,8,0,1,"train"
8686,"white",1,21,0,0,1,0,7,0,1,"train"
8688,"white",1,29,0,0,0,1,7,0,1,"train"
8691,"white",0,32,0,0,1,0,2,0,0,"test"
8694,"white",0,25,0,0,0,1,5,0,1,"train"
8695,"white",0,50,0,0,0,1,1,0,0,"train"
8696,"white",0,35,0,0,4,1,2,0,0,"test"
8700,"black",0,37,1,0,17,1,9,1,1,"test"
8701,"black",0,43,0,0,4,1,1,1,0,"train"
8702,"white",0,29,0,0,12,0,6,1,1,"test"
8703,"white",1,61,0,0,0,1,1,0,0,"train"
8705,"black",1,22,0,0,4,1,9,1,1,"test"
8706,"white",0,27,0,0,2,1,4,1,0,"train"
8707,"black",0,31,0,0,0,0,10,0,1,"train"
8708,"black",0,44,0,0,12,1,9,0,1,"test"
8710,"black",1,34,0,0,1,0,2,0,0,"test"
8711,"other",0,24,0,0,0,1,6,0,1,"train"
8712,"white",1,34,0,0,1,1,6,0,1,"train"
8715,"black",1,20,0,0,0,0,7,1,1,"train"
8716,"black",0,30,0,0,0,0,1,0,0,"test"
8717,"black",1,43,0,0,0,0,1,0,0,"train"
8719,"white",0,51,0,0,4,1,1,1,0,"train"
8723,"hispanic",0,37,0,0,9,1,5,0,1,"train"
8724,"black",0,42,1,0,7,1,9,1,1,"train"
8726,"hispanic",1,29,0,0,1,1,4,0,0,"train"
8727,"white",0,44,0,0,4,1,1,0,0,"train"
8728,"white",1,24,0,0,0,0,6,0,1,"train"
8729,"white",0,36,0,0,12,1,1,0,0,"test"
8731,"white",0,39,0,0,0,1,1,1,0,"train"
8732,"black",0,32,0,0,2,0,5,0,1,"train"
8733,"black",0,30,0,0,1,1,2,0,0,"test"
8735,"black",0,38,0,0,0,0,1,0,0,"train"
8737,"black",1,27,0,0,8,1,6,0,1,"train"
8739,"white",0,24,0,0,2,0,3,0,0,"train"
8741,"white",1,30,0,0,0,1,6,1,1,"test"
8742,"white",1,43,0,0,0,0,2,1,0,"train"
8743,"black",0,30,6,0,8,0,9,1,1,"test"
8744,"black",0,22,0,0,2,1,7,1,1,"test"
8745,"white",1,26,0,0,1,0,4,0,0,"train"
8746,"white",0,37,0,0,3,1,4,0,0,"train"
8747,"white",0,25,0,0,5,1,9,1,1,"train"
8748,"white",0,65,0,0,1,1,3,1,0,"test"
8749,"other",0,52,0,0,0,1,5,1,1,"train"
8750,"hispanic",0,37,0,0,9,1,6,0,1,"train"
8752,"white",0,29,0,0,1,1,1,0,0,"train"
8754,"white",0,32,0,0,3,1,5,0,1,"train"
8755,"hispanic",0,36,0,0,0,0,1,1,0,"train"
8756,"black",0,21,0,2,8,1,9,1,1,"train"
8757,"white",0,21,0,0,1,1,3,0,0,"train"
8758,"white",0,47,0,0,13,0,4,1,0,"train"
8759,"black",1,36,0,0,4,1,2,0,0,"train"
8760,"black",1,25,0,0,6,1,7,1,1,"test"
8761,"white",0,32,0,0,4,0,2,1,0,"test"
8762,"white",0,43,0,0,1,1,1,0,0,"test"
8764,"black",0,27,0,0,2,1,6,0,1,"train"
8765,"black",0,26,0,0,8,0,4,1,0,"train"
8768,"black",0,21,0,0,1,1,3,0,0,"test"
8770,"asian",0,34,0,0,0,0,2,0,0,"train"
8771,"hispanic",0,46,0,0,1,0,1,0,0,"train"
8773,"black",0,40,2,0,23,0,6,1,1,"train"
8774,"white",0,38,0,0,3,0,3,0,0,"train"
8775,"black",0,41,0,0,7,1,9,0,1,"train"
8776,"white",0,25,0,0,7,1,10,1,1,"test"
8777,"white",0,21,0,0,1,1,4,0,0,"train"
8778,"white",1,74,0,0,0,0,1,0,0,"test"
8781,"white",0,41,0,0,5,0,4,1,0,"test"
8783,"black",0,57,0,0,11,1,7,1,1,"train"
8785,"hispanic",1,27,0,0,0,0,3,0,0,"test"
8786,"black",0,30,0,1,1,0,2,0,0,"train"
8787,"white",1,33,0,0,3,1,6,1,1,"train"
8789,"white",0,24,0,0,2,0,2,0,0,"test"
8790,"asian",0,52,0,0,0,1,1,0,0,"train"
8791,"white",1,29,0,0,0,0,6,0,1,"test"
8792,"white",1,42,0,0,0,1,2,1,0,"train"
8794,"white",1,30,0,0,1,1,2,0,0,"train"
8797,"black",0,33,0,0,0,1,5,0,1,"train"
8798,"hispanic",0,38,0,0,1,1,1,0,0,"test"
8799,"black",0,21,0,0,2,1,6,1,1,"test"
8800,"white",1,41,0,0,9,0,4,1,0,"test"
8802,"black",1,28,0,0,5,0,8,0,1,"train"
8803,"hispanic",0,28,0,0,3,1,8,0,1,"train"
8805,"black",1,52,0,0,3,1,1,0,0,"train"
8807,"hispanic",0,21,0,0,1,1,8,0,1,"train"
8809,"hispanic",1,22,0,0,1,1,5,0,1,"train"
8812,"hispanic",0,32,0,0,3,1,3,0,0,"test"
8813,"black",0,25,0,0,0,1,2,1,0,"train"
8814,"black",1,27,0,0,0,0,3,0,0,"train"
8816,"white",0,35,0,0,0,1,2,0,0,"train"
8818,"black",0,40,0,0,2,0,3,0,0,"train"
8819,"other",1,29,0,0,0,1,3,0,0,"train"
8820,"black",0,24,0,0,2,0,9,1,1,"train"
8821,"black",0,24,5,1,10,1,10,1,1,"train"
8823,"hispanic",0,36,0,1,26,1,10,1,1,"train"
8826,"black",0,54,0,0,13,1,6,0,1,"test"
8827,"hispanic",0,26,0,0,5,1,3,0,0,"train"
8828,"white",0,50,0,0,1,1,2,0,0,"train"
8830,"black",0,21,0,0,1,1,7,1,1,"train"
8831,"hispanic",0,51,0,0,0,0,1,0,0,"test"
8832,"black",0,24,0,0,2,1,5,1,1,"train"
8834,"black",0,33,0,2,11,1,8,1,1,"train"
8835,"black",0,29,0,0,3,0,1,0,0,"test"
8838,"white",1,25,0,0,0,0,4,0,0,"train"
8841,"black",0,38,0,0,0,1,3,1,0,"test"
8842,"white",0,46,0,0,1,1,3,0,0,"train"
8843,"black",0,33,0,0,9,0,7,1,1,"train"
8844,"hispanic",0,31,0,1,19,1,7,1,1,"test"
8845,"other",0,21,0,0,0,0,4,0,0,"train"
8846,"other",0,60,0,0,1,0,1,1,0,"train"
8847,"black",1,39,0,0,3,1,5,1,1,"train"
8849,"black",0,23,0,0,1,1,5,0,1,"train"
8852,"black",1,23,0,0,3,0,5,1,1,"test"
8854,"black",0,35,0,0,4,1,4,0,0,"train"
8855,"white",0,49,0,0,12,1,2,1,0,"train"
8856,"other",0,26,0,0,1,0,4,0,0,"test"
8857,"white",0,27,0,0,0,0,5,0,1,"train"
8858,"black",0,22,0,1,2,1,6,0,1,"test"
8859,"black",1,29,0,0,0,1,4,1,0,"train"
8861,"black",0,31,0,0,0,0,9,0,1,"train"
8863,"hispanic",0,31,0,0,5,1,6,1,1,"train"
8864,"hispanic",1,29,0,0,0,1,3,0,0,"train"
8865,"white",1,65,0,0,0,1,1,0,0,"train"
8866,"hispanic",1,34,0,0,1,0,3,0,0,"test"
8867,"white",0,24,0,0,6,1,10,0,1,"train"
8869,"black",0,46,0,0,0,0,2,0,0,"test"
8870,"other",0,26,0,0,3,1,2,0,0,"test"
8871,"black",0,20,0,0,0,1,4,1,0,"train"
8873,"black",0,29,0,0,16,1,10,1,1,"test"
8876,"black",0,29,0,0,7,1,3,0,0,"train"
8877,"white",1,56,0,0,3,1,1,0,0,"train"
8879,"black",0,21,0,0,0,1,4,0,0,"train"
8881,"black",0,40,0,0,0,1,10,1,1,"train"
8882,"black",0,22,0,0,2,0,9,1,1,"train"
8884,"white",0,39,0,0,0,0,1,0,0,"train"
8885,"black",0,22,0,1,1,1,8,1,1,"test"
8887,"other",1,27,0,0,5,1,6,1,1,"train"
8889,"white",0,36,0,0,1,1,2,0,0,"train"
8890,"black",0,30,0,0,0,1,1,0,0,"train"
8891,"white",0,56,0,0,17,1,4,1,0,"train"
8893,"black",0,36,0,0,0,0,6,0,1,"train"
8894,"black",0,38,0,0,5,0,7,0,1,"test"
8897,"black",0,32,0,0,0,1,1,0,0,"train"
8899,"black",1,34,0,0,5,1,9,1,1,"test"
8902,"other",0,23,0,0,0,0,3,0,0,"test"
8905,"white",0,52,0,0,0,0,1,0,0,"train"
8906,"white",0,20,0,1,1,1,10,1,1,"test"
8908,"black",0,38,0,0,5,0,4,0,0,"train"
8909,"white",0,46,0,0,0,0,1,0,0,"train"
8910,"black",0,27,0,0,0,1,4,1,0,"test"
8914,"black",0,20,0,0,2,1,3,1,0,"test"
8916,"black",1,51,0,0,1,0,1,0,0,"test"
8918,"white",1,29,0,0,1,1,2,1,0,"test"
8920,"black",1,35,0,0,7,1,2,1,0,"train"
8921,"white",0,37,0,0,1,0,1,1,0,"train"
8922,"white",0,63,0,0,0,1,1,0,0,"train"
8923,"black",0,27,0,0,2,1,6,0,1,"test"
8924,"black",0,27,0,0,1,1,4,1,0,"train"
8925,"black",0,27,0,0,0,1,5,0,1,"train"
8926,"black",0,24,0,0,2,0,6,1,1,"train"
8929,"hispanic",0,30,0,0,1,1,2,1,0,"train"
8930,"black",0,32,0,1,13,0,8,1,1,"train"
8933,"white",0,25,0,0,4,1,10,1,1,"test"
8935,"black",0,24,2,1,10,0,9,0,1,"test"
8936,"black",0,27,0,0,0,0,1,0,0,"train"
8938,"black",1,48,0,0,0,0,5,0,1,"train"
8939,"black",1,26,0,0,1,0,4,0,0,"train"
8940,"other",0,58,0,0,0,1,1,0,0,"train"
8941,"white",0,23,0,0,1,1,5,1,1,"test"
8942,"white",0,22,0,1,3,0,4,1,0,"train"
8943,"black",1,51,0,0,4,1,1,0,0,"test"
8944,"black",0,41,0,0,0,1,1,0,0,"train"
8945,"black",0,21,0,0,0,1,7,0,1,"train"
8946,"black",0,32,0,0,1,0,7,0,1,"train"
8948,"other",0,26,0,0,0,0,2,0,0,"train"
8949,"black",1,39,0,0,3,0,6,0,1,"test"
8950,"other",1,48,0,0,0,0,1,0,0,"test"
8954,"white",0,46,0,0,0,0,1,0,0,"train"
8955,"hispanic",0,56,0,0,2,0,8,0,1,"train"
8957,"black",0,22,0,0,1,0,7,1,1,"train"
8959,"other",0,33,0,1,7,1,8,1,1,"test"
8960,"black",0,36,0,0,2,1,4,1,0,"train"
8961,"native american",0,20,0,1,1,1,9,1,1,"train"
8962,"white",0,32,0,0,0,0,3,0,0,"test"
8964,"black",0,38,0,0,17,0,4,1,0,"train"
8967,"hispanic",0,64,0,0,1,0,1,0,0,"train"
8969,"black",0,22,0,0,1,1,5,1,1,"train"
8970,"white",0,69,0,0,0,0,1,1,0,"train"
8971,"black",0,26,0,0,2,1,4,0,0,"test"
8972,"black",1,27,0,0,1,0,6,1,1,"test"
8973,"white",1,30,0,0,1,0,6,0,1,"train"
8974,"black",0,22,0,0,2,1,8,0,1,"train"
8976,"white",1,43,0,0,0,1,1,0,0,"test"
8980,"hispanic",0,24,0,0,0,1,1,1,0,"test"
8981,"white",0,22,0,0,2,0,4,1,0,"test"
8983,"white",1,55,0,0,0,0,1,0,0,"test"
8984,"hispanic",0,34,0,0,0,0,1,0,0,"train"
8988,"black",0,20,0,0,1,1,2,0,0,"test"
8989,"black",0,22,0,0,1,0,7,1,1,"train"
8991,"black",0,29,0,4,15,1,9,1,1,"test"
8992,"white",0,33,0,0,9,1,9,1,1,"test"
8995,"white",0,55,0,0,7,1,8,0,1,"train"
8996,"black",0,22,0,0,1,1,6,0,1,"train"
8997,"black",0,55,0,0,1,1,1,0,0,"train"
8998,"white",1,43,0,0,0,1,1,1,0,"test"
8999,"black",0,21,0,0,0,1,10,1,1,"test"
9003,"black",0,38,1,0,6,1,4,0,0,"train"
9004,"black",0,23,0,0,0,1,2,0,0,"train"
9005,"white",1,28,0,0,1,0,5,0,1,"test"
9008,"other",0,45,0,0,0,1,1,0,0,"test"
9010,"black",0,39,0,0,1,1,1,0,0,"train"
9012,"white",0,79,0,0,1,0,1,0,0,"train"
9013,"white",0,48,0,0,1,1,1,0,0,"train"
9017,"hispanic",0,20,0,2,2,1,8,1,1,"test"
9018,"black",0,31,1,0,5,0,8,0,1,"train"
9020,"white",0,30,0,1,4,0,5,1,1,"train"
9022,"black",0,32,0,0,5,1,4,1,0,"train"
9023,"white",0,56,0,0,1,0,1,0,0,"train"
9027,"black",1,28,0,0,0,0,8,1,1,"train"
9028,"black",0,43,0,0,2,0,1,0,0,"test"
9030,"hispanic",0,20,0,0,0,1,3,0,0,"train"
9031,"black",0,27,0,0,21,1,7,1,1,"test"
9032,"black",0,41,0,0,0,0,6,0,1,"train"
9033,"other",0,24,0,0,1,1,3,0,0,"test"
9034,"black",0,43,0,0,3,0,1,1,0,"train"
9038,"black",1,33,0,0,1,1,1,0,0,"train"
9039,"black",0,22,0,0,0,1,3,0,0,"train"
9040,"black",0,34,0,0,3,1,1,0,0,"train"
9041,"white",0,36,0,0,0,0,1,0,0,"test"
9042,"white",0,69,0,0,0,1,5,0,1,"test"
9043,"white",0,32,0,0,5,1,5,1,1,"test"
9044,"black",0,22,0,0,1,1,7,1,1,"train"
9045,"white",0,46,0,0,0,1,5,0,1,"train"
9046,"white",0,34,0,0,1,0,5,0,1,"train"
9047,"hispanic",1,32,0,0,0,0,1,0,0,"train"
9049,"black",0,39,0,0,0,0,1,0,0,"train"
9054,"black",0,25,0,0,6,0,7,1,1,"train"
9055,"hispanic",1,21,0,0,0,0,4,1,0,"test"
9056,"black",0,63,0,0,9,1,6,1,1,"test"
9058,"white",0,24,0,0,8,1,4,1,0,"train"
9060,"white",0,29,0,0,2,0,5,0,1,"train"
9061,"black",0,20,0,3,3,1,8,1,1,"train"
9062,"white",1,40,0,0,0,0,5,0,1,"train"
9064,"black",0,30,0,0,7,1,8,1,1,"test"
9067,"white",0,36,0,0,10,0,5,1,1,"test"
9070,"white",0,50,0,0,5,1,7,0,1,"train"
9072,"black",0,37,0,0,4,0,7,1,1,"train"
9074,"black",0,34,0,0,1,1,7,0,1,"test"
9075,"hispanic",1,35,0,0,0,1,2,0,0,"train"
9076,"black",1,31,0,0,1,0,2,1,0,"train"
9077,"white",0,23,0,0,10,1,7,0,1,"train"
9079,"hispanic",0,22,0,0,0,1,4,1,0,"test"
9080,"white",0,37,0,0,2,1,1,1,0,"test"
9081,"other",0,20,0,0,0,1,4,0,0,"train"
9083,"black",0,54,0,0,22,1,7,1,1,"train"
9085,"white",0,26,0,0,2,1,5,0,1,"train"
9086,"black",0,34,0,0,12,1,9,1,1,"train"
9087,"white",0,59,0,0,2,0,1,1,0,"train"
9088,"white",0,45,0,0,2,1,2,0,0,"test"
9089,"white",0,37,0,0,2,0,2,0,0,"test"
9091,"other",0,38,0,0,0,1,1,1,0,"test"
9092,"white",0,45,0,0,1,1,1,1,0,"test"
9093,"black",0,22,0,0,1,1,8,0,1,"train"
9094,"black",0,24,0,0,3,1,8,1,1,"train"
9096,"black",0,25,0,0,5,1,5,0,1,"train"
9097,"black",0,24,0,0,6,1,6,1,1,"test"
9099,"black",1,52,0,0,3,0,3,0,0,"train"
9102,"black",0,20,0,0,1,0,4,1,0,"test"
9104,"black",0,32,0,0,6,1,6,0,1,"test"
9106,"white",1,32,0,0,2,1,2,1,0,"train"
9109,"white",0,39,0,0,8,1,6,0,1,"test"
9110,"black",0,49,0,0,3,1,8,1,1,"train"
9111,"black",0,20,1,0,1,1,4,1,0,"test"
9112,"white",0,31,0,0,11,1,7,1,1,"train"
9115,"white",0,58,0,0,7,1,7,1,1,"test"
9116,"hispanic",0,50,0,0,2,0,1,0,0,"train"
9119,"black",0,26,0,1,11,1,7,1,1,"train"
9120,"black",0,20,1,0,1,1,6,0,1,"test"
9123,"white",0,39,0,0,1,1,1,0,0,"train"
9125,"white",0,51,0,0,1,0,2,1,0,"train"
9126,"black",0,30,0,0,2,0,2,0,0,"train"
9127,"other",0,39,0,0,0,0,1,0,0,"train"
9128,"white",0,26,1,0,9,1,9,1,1,"train"
9129,"black",0,26,0,0,2,1,6,0,1,"test"
9130,"black",0,35,1,0,13,1,9,1,1,"train"
9131,"other",0,20,0,0,0,0,5,0,1,"train"
9132,"white",1,51,0,0,7,1,5,0,1,"train"
9133,"white",1,26,0,0,0,1,5,0,1,"train"
9136,"black",0,26,0,0,5,1,4,0,0,"test"
9143,"white",0,20,0,0,0,1,2,0,0,"train"
9144,"black",0,28,0,0,0,1,3,1,0,"train"
9145,"black",0,23,0,1,1,0,2,1,0,"train"
9146,"black",1,21,0,0,0,0,5,0,1,"train"
9147,"other",0,25,0,0,0,1,9,1,1,"test"
9148,"white",0,30,0,0,0,1,3,0,0,"train"
9150,"white",0,21,0,2,2,1,9,1,1,"train"
9155,"white",0,20,1,0,1,1,7,1,1,"train"
9156,"white",0,24,0,0,5,1,6,1,1,"train"
9157,"black",0,35,0,0,22,1,10,1,1,"test"
9158,"other",1,27,0,0,0,1,3,1,0,"test"
9159,"white",0,50,0,0,2,1,2,1,0,"test"
9160,"black",0,25,0,0,5,0,9,0,1,"test"
9161,"white",1,48,0,0,1,1,9,0,1,"test"
9163,"black",0,31,1,1,12,0,8,1,1,"train"
9165,"black",0,26,0,0,0,1,9,0,1,"train"
9166,"black",0,22,0,0,0,1,4,0,0,"train"
9167,"black",0,29,0,0,0,1,3,0,0,"train"
9169,"other",0,33,0,0,2,1,1,1,0,"train"
9170,"white",0,52,0,0,1,1,1,0,0,"test"
9171,"hispanic",0,37,0,0,0,0,1,1,0,"train"
9172,"black",0,21,0,0,0,1,7,0,1,"test"
9173,"white",0,21,0,0,1,1,8,0,1,"test"
9174,"white",1,20,0,0,0,1,8,1,1,"train"
9175,"hispanic",0,43,0,0,1,0,1,1,0,"train"
9176,"white",0,30,0,0,1,1,1,1,0,"test"
9178,"black",1,33,0,0,3,0,4,1,0,"test"
9180,"black",0,24,0,0,3,1,7,0,1,"test"
9181,"hispanic",1,52,0,0,0,0,1,1,0,"train"
9182,"black",1,30,0,0,11,1,7,1,1,"test"
9183,"white",1,30,0,0,0,0,2,0,0,"test"
9185,"black",0,47,0,0,13,1,2,1,0,"train"
9186,"black",0,41,0,1,9,0,9,0,1,"train"
9187,"hispanic",0,21,1,0,4,1,10,1,1,"test"
9188,"hispanic",0,53,0,0,1,1,1,0,0,"test"
9189,"white",0,48,0,0,6,1,2,0,0,"train"
9191,"black",0,52,0,0,2,1,9,1,1,"train"
9192,"black",1,34,0,0,1,0,1,0,0,"train"
9196,"white",0,35,0,0,0,1,3,1,0,"train"
9197,"other",0,25,0,0,1,1,4,1,0,"test"
9200,"other",0,39,0,0,1,1,4,0,0,"test"
9201,"black",0,24,0,0,1,1,2,1,0,"test"
9202,"white",1,48,0,0,17,1,8,0,1,"train"
9203,"hispanic",0,31,0,0,1,1,7,0,1,"train"
9205,"hispanic",0,26,0,0,0,0,2,0,0,"test"
9206,"black",0,43,0,0,3,1,8,1,1,"train"
9207,"black",0,25,0,0,1,0,2,0,0,"train"
9208,"black",0,34,0,1,20,1,9,1,1,"train"
9209,"black",0,25,0,0,2,1,4,1,0,"test"
9210,"hispanic",0,24,1,0,4,1,6,1,1,"train"
9212,"white",0,56,0,0,6,1,1,0,0,"train"
9214,"black",0,23,0,0,0,1,4,0,0,"train"
9215,"white",0,21,0,0,0,0,4,0,0,"train"
9216,"white",0,66,0,0,0,0,1,0,0,"test"
9219,"black",0,28,0,0,7,0,7,0,1,"test"
9220,"white",0,29,0,0,0,0,1,0,0,"test"
9221,"white",0,22,0,0,3,1,7,1,1,"train"
9224,"white",0,39,0,0,0,1,1,0,0,"train"
9225,"black",0,33,0,0,9,0,8,1,1,"test"
9226,"white",0,29,0,0,2,1,1,1,0,"train"
9227,"white",0,31,0,0,1,1,2,0,0,"train"
9229,"black",0,22,0,0,0,0,8,0,1,"train"
9230,"white",1,22,0,0,0,0,5,0,1,"train"
9231,"white",0,35,0,0,3,1,4,0,0,"train"
9232,"white",0,29,0,0,3,1,4,1,0,"train"
9233,"black",1,37,0,0,0,1,5,0,1,"train"
9234,"black",1,30,0,0,0,1,2,0,0,"train"
9235,"white",0,56,0,0,1,1,1,0,0,"train"
9238,"black",1,34,0,0,0,1,1,0,0,"train"
9239,"black",0,23,0,0,1,1,4,1,0,"train"
9240,"black",0,27,1,0,1,1,5,1,1,"train"
9241,"white",0,43,0,0,2,1,1,0,0,"train"
9242,"white",0,38,0,0,0,1,1,0,0,"test"
9243,"white",0,39,0,0,3,1,3,0,0,"test"
9244,"black",0,24,0,0,1,1,3,1,0,"train"
9245,"black",0,26,0,0,2,0,3,0,0,"test"
9246,"white",1,55,0,0,0,0,1,0,0,"train"
9247,"black",0,35,0,0,1,1,6,1,1,"test"
9248,"black",0,61,0,0,25,1,7,0,1,"train"
9249,"other",0,33,0,0,0,0,1,0,0,"train"
9253,"white",0,40,0,0,4,1,7,0,1,"train"
9254,"black",0,33,0,0,3,1,2,0,0,"train"
9255,"white",0,26,0,0,0,1,6,1,1,"test"
9256,"white",0,32,0,1,15,1,9,1,1,"train"
9257,"black",0,28,0,0,0,1,2,0,0,"test"
9258,"white",0,45,0,0,0,0,1,0,0,"train"
9259,"white",0,30,0,0,0,1,9,1,1,"train"
9260,"white",1,57,0,0,4,1,2,0,0,"test"
9261,"black",0,26,0,0,3,1,7,1,1,"train"
9262,"black",0,35,0,0,1,1,8,0,1,"train"
9264,"hispanic",0,54,0,0,0,1,1,0,0,"test"
9266,"black",1,29,0,0,0,1,5,0,1,"train"
9267,"white",1,40,0,0,0,0,2,0,0,"train"
9268,"white",0,28,0,0,1,1,2,1,0,"train"
9269,"black",1,25,0,0,0,0,2,0,0,"train"
9270,"black",0,44,0,0,3,0,6,0,1,"test"
9271,"white",0,48,0,0,1,0,1,0,0,"train"
9272,"white",1,59,0,0,1,1,1,0,0,"test"
9273,"white",0,23,0,0,4,1,4,1,0,"test"
9275,"black",0,29,0,0,0,1,2,0,0,"train"
9276,"white",0,56,0,0,0,0,1,0,0,"test"
9277,"black",1,27,0,0,0,0,3,0,0,"train"
9279,"white",1,29,0,0,0,0,7,0,1,"test"
9280,"white",1,34,0,0,4,0,4,0,0,"train"
9282,"black",1,22,0,0,0,1,7,0,1,"train"
9283,"white",0,40,0,0,5,1,1,1,0,"train"
9284,"white",0,31,0,0,0,1,1,0,0,"train"
9285,"black",0,47,0,0,3,1,2,0,0,"train"
9287,"black",0,24,0,0,8,1,7,1,1,"train"
9288,"white",1,20,0,0,1,1,4,0,0,"train"
9292,"black",0,39,0,0,4,1,9,0,1,"train"
9293,"black",0,29,0,0,10,1,6,1,1,"train"
9295,"hispanic",0,30,0,0,2,1,2,0,0,"train"
9296,"black",1,26,0,0,4,1,9,1,1,"train"
9297,"black",0,61,0,0,2,0,8,0,1,"train"
9298,"hispanic",0,37,0,0,3,0,4,0,0,"train"
9299,"other",0,38,0,0,1,1,1,1,0,"test"
9300,"white",0,24,0,0,2,1,5,1,1,"train"
9303,"black",0,30,0,0,0,0,9,0,1,"train"
9306,"black",0,20,0,0,0,0,5,1,1,"train"
9307,"black",0,56,0,0,22,1,9,1,1,"train"
9308,"white",1,50,0,0,3,1,3,1,0,"test"
9309,"other",0,47,0,0,0,1,1,0,0,"train"
9310,"white",0,56,0,0,5,1,1,0,0,"test"
9311,"hispanic",1,58,0,0,1,1,5,0,1,"train"
9318,"black",0,30,0,0,10,1,6,1,1,"train"
9319,"black",0,28,0,0,12,0,6,1,1,"test"
9320,"black",0,59,0,0,1,0,1,0,0,"test"
9322,"black",0,20,1,0,1,1,10,1,1,"test"
9323,"white",0,23,0,1,4,0,9,1,1,"train"
9324,"white",1,28,0,0,2,1,6,1,1,"train"
9325,"hispanic",0,50,0,0,3,1,9,1,1,"train"
9326,"white",0,35,0,0,3,0,5,1,1,"train"
9327,"black",0,22,0,0,1,1,9,1,1,"train"
9328,"hispanic",1,41,0,0,0,1,1,0,0,"train"
9332,"black",0,22,0,0,0,1,7,0,1,"train"
9334,"black",0,46,0,0,3,0,6,1,1,"train"
9335,"black",0,61,0,0,8,1,2,1,0,"train"
9336,"black",0,26,0,0,5,1,4,0,0,"train"
9337,"white",0,44,0,0,1,1,5,0,1,"test"
9338,"black",1,34,0,0,0,0,1,1,0,"train"
9339,"white",0,29,0,0,1,1,2,1,0,"train"
9341,"hispanic",0,20,0,0,1,1,10,1,1,"test"
9343,"black",0,29,0,0,8,0,9,0,1,"train"
9344,"black",0,48,0,0,5,1,4,1,0,"train"
9346,"black",1,31,0,0,0,0,6,0,1,"train"
9348,"white",0,21,0,0,2,1,6,0,1,"test"
9350,"white",0,34,0,0,4,1,5,0,1,"train"
9351,"black",0,54,0,0,21,1,6,0,1,"test"
9352,"white",0,20,0,4,4,1,10,0,1,"test"
9353,"white",0,31,0,0,1,1,3,1,0,"test"
9354,"white",0,22,0,0,0,0,4,0,0,"train"
9357,"black",0,36,0,0,6,0,4,0,0,"train"
9358,"black",0,34,3,1,9,1,7,1,1,"train"
9359,"white",0,36,0,0,3,0,1,0,0,"train"
9363,"black",0,32,0,0,3,1,8,1,1,"train"
9364,"black",0,50,0,0,15,0,8,0,1,"test"
9365,"native american",0,47,4,0,22,1,10,1,1,"test"
9366,"other",1,49,0,0,0,0,1,0,0,"train"
9367,"black",1,25,0,0,7,1,9,1,1,"train"
9369,"black",0,31,0,0,1,0,4,0,0,"test"
9370,"black",0,49,0,0,10,1,3,1,0,"train"
9372,"black",0,21,1,0,2,1,9,0,1,"train"
9375,"black",1,26,0,0,5,1,7,1,1,"test"
9376,"other",0,29,0,0,0,1,2,0,0,"test"
9377,"hispanic",0,61,0,0,0,1,1,0,0,"train"
9378,"white",1,25,0,0,2,1,9,1,1,"train"
9379,"other",1,26,0,0,1,1,2,0,0,"test"
9380,"white",0,38,0,0,5,1,4,0,0,"train"
9381,"white",0,35,0,0,2,0,1,0,0,"test"
9383,"black",0,50,0,0,10,1,5,0,1,"train"
9385,"other",0,55,0,0,8,1,1,1,0,"train"
9386,"black",0,32,0,0,4,1,4,1,0,"train"
9387,"white",0,29,0,0,1,1,2,0,0,"train"
9388,"white",0,46,0,0,0,1,1,0,0,"test"
9392,"white",0,53,0,0,1,0,5,0,1,"test"
9393,"white",1,27,0,0,1,1,5,1,1,"test"
9394,"white",0,29,0,0,4,1,8,0,1,"test"
9397,"other",0,26,0,0,0,1,1,1,0,"train"
9398,"black",0,23,0,0,3,0,2,1,0,"test"
9399,"hispanic",0,43,0,0,3,0,3,1,0,"test"
9401,"white",0,24,0,0,1,0,2,0,0,"train"
9402,"black",0,33,0,0,18,1,10,1,1,"train"
9404,"black",0,32,0,0,1,0,6,1,1,"train"
9405,"black",1,38,0,0,7,1,10,1,1,"test"
9407,"black",0,40,0,0,20,1,7,0,1,"test"
